2024-12-24 23:04:22.964 | INFO     | uvicorn.config:bind_socket:524 - Uvicorn running on http://127.0.0.1:7777 (Press CTRL+C to quit)
2024-12-24 23:04:22.964 | INFO     | uvicorn.supervisors.basereload:startup:80 - Started reloader process [34083] using StatReload
2024-12-24 23:04:24.099 | INFO     | app.main:lifespan:27 - Starting up...
2024-12-24 23:04:30.085 | INFO     | uvicorn.supervisors.basereload:shutdown:112 - Stopping reloader process [34083]
2024-12-24 23:07:37.057 | INFO     | uvicorn.config:bind_socket:524 - Uvicorn running on http://127.0.0.1:7777 (Press CTRL+C to quit)
2024-12-24 23:07:37.057 | INFO     | uvicorn.supervisors.basereload:startup:80 - Started reloader process [37411] using StatReload
2024-12-24 23:07:38.463 | INFO     | app.main:lifespan:27 - Starting up...
2024-12-24 23:07:38.591 | DEBUG    | app.middlewares.log:log_middle:13 - GET http://localhost:7777/docs
2024-12-24 23:07:38.591 | DEBUG    | app.middlewares.log:log_middle:15 - Params:
2024-12-24 23:07:38.591 | DEBUG    | app.middlewares.log:log_middle:21 - Headers:
2024-12-24 23:07:38.592 | DEBUG    | app.middlewares.log:log_middle:23 - 	host: localhost:7777
2024-12-24 23:07:38.592 | DEBUG    | app.middlewares.log:log_middle:23 - 	user-agent: Mozilla/5.0 (X11; Linux x86_64; rv:133.0) Gecko/20100101 Firefox/133.0
2024-12-24 23:07:38.593 | DEBUG    | app.middlewares.log:log_middle:23 - 	accept: text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8
2024-12-24 23:07:38.593 | DEBUG    | app.middlewares.log:log_middle:23 - 	accept-language: en-US,en;q=0.5
2024-12-24 23:07:38.593 | DEBUG    | app.middlewares.log:log_middle:23 - 	accept-encoding: gzip, deflate, br, zstd
2024-12-24 23:07:38.593 | DEBUG    | app.middlewares.log:log_middle:23 - 	dnt: 1
2024-12-24 23:07:38.594 | DEBUG    | app.middlewares.log:log_middle:23 - 	sec-gpc: 1
2024-12-24 23:07:38.594 | DEBUG    | app.middlewares.log:log_middle:23 - 	connection: keep-alive
2024-12-24 23:07:38.594 | DEBUG    | app.middlewares.log:log_middle:23 - 	cookie: myAwesomeCookieName2=true; _ga_ED940RB4R4=GS1.1.1731079146.2.0.1731079146.0.0.0; _ga=GA1.1.1356130831.1731074796; pma_lang=en; PHPSESSID=v28ocafeq8ks5adrcvdkf9uu2g
2024-12-24 23:07:38.595 | DEBUG    | app.middlewares.log:log_middle:23 - 	upgrade-insecure-requests: 1
2024-12-24 23:07:38.595 | DEBUG    | app.middlewares.log:log_middle:23 - 	sec-fetch-dest: document
2024-12-24 23:07:38.595 | DEBUG    | app.middlewares.log:log_middle:23 - 	sec-fetch-mode: navigate
2024-12-24 23:07:38.596 | DEBUG    | app.middlewares.log:log_middle:23 - 	sec-fetch-site: none
2024-12-24 23:07:38.596 | DEBUG    | app.middlewares.log:log_middle:23 - 	sec-fetch-user: ?1
2024-12-24 23:07:38.596 | DEBUG    | app.middlewares.log:log_middle:23 - 	priority: u=0, i
2024-12-24 23:07:39.392 | DEBUG    | app.middlewares.log:log_middle:13 - GET http://localhost:7777/openapi.json
2024-12-24 23:07:39.392 | DEBUG    | app.middlewares.log:log_middle:15 - Params:
2024-12-24 23:07:39.393 | DEBUG    | app.middlewares.log:log_middle:21 - Headers:
2024-12-24 23:07:39.394 | DEBUG    | app.middlewares.log:log_middle:23 - 	host: localhost:7777
2024-12-24 23:07:39.395 | DEBUG    | app.middlewares.log:log_middle:23 - 	user-agent: Mozilla/5.0 (X11; Linux x86_64; rv:133.0) Gecko/20100101 Firefox/133.0
2024-12-24 23:07:39.396 | DEBUG    | app.middlewares.log:log_middle:23 - 	accept: application/json,*/*
2024-12-24 23:07:39.397 | DEBUG    | app.middlewares.log:log_middle:23 - 	accept-language: en-US,en;q=0.5
2024-12-24 23:07:39.397 | DEBUG    | app.middlewares.log:log_middle:23 - 	accept-encoding: gzip, deflate, br, zstd
2024-12-24 23:07:39.397 | DEBUG    | app.middlewares.log:log_middle:23 - 	referer: http://localhost:7777/docs
2024-12-24 23:07:39.398 | DEBUG    | app.middlewares.log:log_middle:23 - 	dnt: 1
2024-12-24 23:07:39.398 | DEBUG    | app.middlewares.log:log_middle:23 - 	sec-gpc: 1
2024-12-24 23:07:39.398 | DEBUG    | app.middlewares.log:log_middle:23 - 	connection: keep-alive
2024-12-24 23:07:39.399 | DEBUG    | app.middlewares.log:log_middle:23 - 	cookie: myAwesomeCookieName2=true; _ga_ED940RB4R4=GS1.1.1731079146.2.0.1731079146.0.0.0; _ga=GA1.1.1356130831.1731074796; pma_lang=en; PHPSESSID=v28ocafeq8ks5adrcvdkf9uu2g
2024-12-24 23:07:39.399 | DEBUG    | app.middlewares.log:log_middle:23 - 	sec-fetch-dest: empty
2024-12-24 23:07:39.399 | DEBUG    | app.middlewares.log:log_middle:23 - 	sec-fetch-mode: cors
2024-12-24 23:07:39.400 | DEBUG    | app.middlewares.log:log_middle:23 - 	sec-fetch-site: same-origin
2024-12-24 23:07:39.400 | DEBUG    | app.middlewares.log:log_middle:23 - 	priority: u=4
2024-12-24 23:08:03.468 | DEBUG    | app.middlewares.log:log_middle:13 - POST http://localhost:7777/login
2024-12-24 23:08:03.469 | DEBUG    | app.middlewares.log:log_middle:15 - Params:
2024-12-24 23:08:03.470 | DEBUG    | app.middlewares.log:log_middle:21 - Headers:
2024-12-24 23:08:03.470 | DEBUG    | app.middlewares.log:log_middle:23 - 	host: localhost:7777
2024-12-24 23:08:03.471 | DEBUG    | app.middlewares.log:log_middle:23 - 	user-agent: Mozilla/5.0 (X11; Linux x86_64; rv:133.0) Gecko/20100101 Firefox/133.0
2024-12-24 23:08:03.471 | DEBUG    | app.middlewares.log:log_middle:23 - 	accept: application/json
2024-12-24 23:08:03.471 | DEBUG    | app.middlewares.log:log_middle:23 - 	accept-language: en-US,en;q=0.5
2024-12-24 23:08:03.472 | DEBUG    | app.middlewares.log:log_middle:23 - 	accept-encoding: gzip, deflate, br, zstd
2024-12-24 23:08:03.472 | DEBUG    | app.middlewares.log:log_middle:23 - 	referer: http://localhost:7777/docs
2024-12-24 23:08:03.472 | DEBUG    | app.middlewares.log:log_middle:23 - 	content-type: application/json
2024-12-24 23:08:03.473 | DEBUG    | app.middlewares.log:log_middle:23 - 	content-length: 50
2024-12-24 23:08:03.473 | DEBUG    | app.middlewares.log:log_middle:23 - 	origin: http://localhost:7777
2024-12-24 23:08:03.473 | DEBUG    | app.middlewares.log:log_middle:23 - 	dnt: 1
2024-12-24 23:08:03.474 | DEBUG    | app.middlewares.log:log_middle:23 - 	sec-gpc: 1
2024-12-24 23:08:03.474 | DEBUG    | app.middlewares.log:log_middle:23 - 	connection: keep-alive
2024-12-24 23:08:03.475 | DEBUG    | app.middlewares.log:log_middle:23 - 	cookie: myAwesomeCookieName2=true; _ga_ED940RB4R4=GS1.1.1731079146.2.0.1731079146.0.0.0; _ga=GA1.1.1356130831.1731074796; pma_lang=en; PHPSESSID=v28ocafeq8ks5adrcvdkf9uu2g
2024-12-24 23:08:03.475 | DEBUG    | app.middlewares.log:log_middle:23 - 	sec-fetch-dest: empty
2024-12-24 23:08:03.475 | DEBUG    | app.middlewares.log:log_middle:23 - 	sec-fetch-mode: cors
2024-12-24 23:08:03.476 | DEBUG    | app.middlewares.log:log_middle:23 - 	sec-fetch-site: same-origin
